"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","BRZ",2023,250,288.19574,4678.31709426455,43.9122949695384,0.893038966587862,0.0228792980648998,1,0,0,0,1.1459914466369,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"dammed","BRZ",2023,250,288.19574,4678.31709426455,43.9122949695384,0.893038966587862,0.0228792980648998,1,0,0,0,1.1459914466369,"6",371.520441885789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","BRZ",2023,250,288.19574,4678.31709426455,43.9122949695384,0.893038966587862,0.0228792980648998,1,0,0,0,1.1459914466369,"7",150.013685113776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","BRZ",2023,250,288.19574,4678.31709426455,43.9122949695384,0.893038966587862,0.0228792980648998,1,0,0,0,1.1459914466369,"8",384.763575444736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","BRZ",2023,250,288.19574,5942.08397926763,42.5459042150794,0.896395909145992,0.0214907566472916,0,0,0,0,0,"5",1542.40103572771,3973.88186600629,9926.07561038148,15830.1421069276,21263.3708062565,0.518179997253935,0.526580485789315,0.533584359140118,0.545723675902992,0.042856515591774,0.0348891160683356,0.0323065280203757,0.0351024739286658,0
1,"undammed","BRZ",2023,250,288.19574,5942.08397926763,42.5459042150794,0.896395909145992,0.0214907566472916,0,0,0,0,0,"6",1600.49348853195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","BRZ",2023,250,288.19574,5942.08397926763,42.5459042150794,0.896395909145992,0.0214907566472916,0,0,0,0,0,"7",1760.651118106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","BRZ",2023,250,288.19574,5942.08397926763,42.5459042150794,0.896395909145992,0.0214907566472916,0,0,0,0,0,"8",1300.43156796016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"dammed","BRZ",2023,250,288.17282,5463.9466358088,36.2669894213994,0.906769946431061,0.0216325490689846,1,0,0,0,1.12719975714843,"5",0,5627.99474756577,11493.2575865802,13558.5740715476,16462.8319120818,0.492040915444464,0.45786138337312,0.444020888664739,0.435947792723799,0.0459472384894356,0.0540702957404114,0.0644741398810674,0.0704687958054157,0
4,"dammed","BRZ",2023,250,288.17282,5463.9466358088,36.2669894213994,0.906769946431061,0.0216325490689846,1,0,0,0,1.12719975714843,"6",12.3054666002591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"dammed","BRZ",2023,250,288.17282,5463.9466358088,36.2669894213994,0.906769946431061,0.0216325490689846,1,0,0,0,1.12719975714843,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"dammed","BRZ",2023,250,288.17282,5463.9466358088,36.2669894213994,0.906769946431061,0.0216325490689846,1,0,0,0,1.12719975714843,"8",18.0527595819211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"undammed","BRZ",2023,250,288.19574,4543.4385534972,34.4707027929274,0.889444907935475,0.0226380402686542,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4,"undammed","BRZ",2023,250,288.19574,4543.4385534972,34.4707027929274,0.889444907935475,0.0226380402686542,0,0,0,0,0,"6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"undammed","BRZ",2023,250,288.19574,4543.4385534972,34.4707027929274,0.889444907935475,0.0226380402686542,0,0,0,0,0,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"undammed","BRZ",2023,250,288.19574,4543.4385534972,34.4707027929274,0.889444907935475,0.0226380402686542,0,0,0,0,0,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"dammed","BRZ",2023,470,197.18625,28958.9234607406,41.3557978296235,0.906547779159772,0.0271717038445246,4,0,0,0,4.53558279083875,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7,"dammed","BRZ",2023,470,197.18625,28958.9234607406,41.3557978296235,0.906547779159772,0.0271717038445246,4,0,0,0,4.53558279083875,"6",261.640806023747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"dammed","BRZ",2023,470,197.18625,28958.9234607406,41.3557978296235,0.906547779159772,0.0271717038445246,4,0,0,0,4.53558279083875,"7",251.099136813715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"dammed","BRZ",2023,470,197.18625,28958.9234607406,41.3557978296235,0.906547779159772,0.0271717038445246,4,0,0,0,4.53558279083875,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"undammed","BRZ",2023,470,198.69354,14614.4478824474,33.3616084459212,0.876198016358292,0.0250088819248461,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7,"undammed","BRZ",2023,470,198.69354,14614.4478824474,33.3616084459212,0.876198016358292,0.0250088819248461,0,0,0,0,0,"6",1.37384725762349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"undammed","BRZ",2023,470,198.69354,14614.4478824474,33.3616084459212,0.876198016358292,0.0250088819248461,0,0,0,0,0,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,"undammed","BRZ",2023,470,198.69354,14614.4478824474,33.3616084459212,0.876198016358292,0.0250088819248461,0,0,0,0,0,"8",85.5374278458894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,"dammed","BRZ",2023,350,186.30527,5406.74312252924,36.3125096165064,0.877523954360643,0.0256407752560685,2,2,0,0,2.33911683125507,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8,"dammed","BRZ",2023,350,186.30527,5406.74312252924,36.3125096165064,0.877523954360643,0.0256407752560685,2,2,0,0,2.33911683125507,"6",66.4565444831755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
