"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","LRB",2023,250,947.5449,2989.84405776765,36.5644412496821,0.860342740565792,0.0262489960115205,1,1,0,0,1.19365984127995,"5",12.7886318678949,3022.67623994117,8385.35694607005,12911.6985706404,15091.0083483827,0.45969390158139,0.453892566067051,0.433648001067034,0.428211188524457,0.0560357930044649,0.0621288234538356,0.0541497727644158,0.0484576414895419,0
1,"dammed","LRB",2023,250,947.5449,2989.84405776765,36.5644412496821,0.860342740565792,0.0262489960115205,1,1,0,0,1.19365984127995,"6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LRB",2023,250,947.5449,2989.84405776765,36.5644412496821,0.860342740565792,0.0262489960115205,1,1,0,0,1.19365984127995,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LRB",2023,250,947.5449,2989.84405776765,36.5644412496821,0.860342740565792,0.0262489960115205,1,1,0,0,1.19365984127995,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LRB",2023,250,892.65967,3912.72956228349,37.1096330739319,0.896312801543703,0.0227568502197097,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"undammed","LRB",2023,250,892.65967,3912.72956228349,37.1096330739319,0.896312801543703,0.0227568502197097,0,0,0,0,0,"6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LRB",2023,250,892.65967,3912.72956228349,37.1096330739319,0.896312801543703,0.0227568502197097,0,0,0,0,0,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LRB",2023,250,892.65967,3912.72956228349,37.1096330739319,0.896312801543703,0.0227568502197097,0,0,0,0,0,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LRB",2023,250,893.6354,4683.4200737616,37.838910668724,0.876852616142511,0.02013659768651,1,1,0,0,1.16387907648242,"5",68.3985491243063,4586.08757865756,10821.7075349097,14805.5710506664,16928.3899551092,0.508892897820767,0.483724345990758,0.45596334742472,0.435719024890948,0.042522608196226,0.0381456317651111,0.0270378286912247,0.0240124151755917,0
2,"dammed","LRB",2023,250,893.6354,4683.4200737616,37.838910668724,0.876852616142511,0.02013659768651,1,1,0,0,1.16387907648242,"6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LRB",2023,250,893.6354,4683.4200737616,37.838910668724,0.876852616142511,0.02013659768651,1,1,0,0,1.16387907648242,"7",2.7141070618349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LRB",2023,250,893.6354,4683.4200737616,37.838910668724,0.876852616142511,0.02013659768651,1,1,0,0,1.16387907648242,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LRB",2023,250,888.8528,8014.99225339293,60.7661278398951,0.90114766004049,0.0186347745229383,0,0,0,0,0,"5",5748.40882773166,1938.60661435595,6859.42408432306,9310.45892010857,9532.26322209975,0.32196489954626,0.319488863322825,0.306779484568831,0.305956583395895,0.0261566013308837,0.0148227782311902,0.0134126832540109,0.013503396122018,0
2,"undammed","LRB",2023,250,888.8528,8014.99225339293,60.7661278398951,0.90114766004049,0.0186347745229383,0,0,0,0,0,"6",6348.49034125501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
