"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","LT",2021,250,297.73288,4264.69322697818,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"dammed","LT",2021,250,297.73288,4264.69322697818,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"6",744.112675939354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LT",2021,250,297.73288,4264.69322697818,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"7",453.300933814049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LT",2021,250,297.73288,4264.69322697818,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"8",81.110568362825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LT",2021,250,296.7367,3925.18574802577,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"undammed","LT",2021,250,296.7367,3925.18574802577,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"6",69.541913904162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LT",2021,250,296.7367,3925.18574802577,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"7",218.605202055211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LT",2021,250,296.7367,3925.18574802577,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LT",2021,570,287.36838,20030.1858723313,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,"dammed","LT",2021,570,287.36838,20030.1858723313,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"6",1655.23185972092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LT",2021,570,287.36838,20030.1858723313,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"7",431.538496982584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LT",2021,570,287.36838,20030.1858723313,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"8",168.18185935932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LT",2021,260,289.0554,7782.24718575925,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,"undammed","LT",2021,260,289.0554,7782.24718575925,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"6",1174.03013826842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LT",2021,260,289.0554,7782.24718575925,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"7",630.606992807341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LT",2021,260,289.0554,7782.24718575925,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"8",152.123255406641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LT",2021,310,282.32623,10832.3462299183,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5,"dammed","LT",2021,310,282.32623,10832.3462299183,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LT",2021,310,282.32623,10832.3462299183,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LT",2021,310,282.32623,10832.3462299183,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"undammed","LT",2021,310,286.16516,9894.75541909039,47.9811018845351,0.918603875469386,0.0262466753125518,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5,"undammed","LT",2021,310,286.16516,9894.75541909039,47.9811018845351,0.918603875469386,0.0262466753125518,0,0,0,0,0,"6",311.895052878997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"undammed","LT",2021,310,286.16516,9894.75541909039,47.9811018845351,0.918603875469386,0.0262466753125518,0,0,0,0,0,"7",427.164674407828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
