"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","riparian_area_m2_0","riparian_area_m2_10","riparian_area_m2_20","riparian_area_m2_30","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","WC",2021,670,1398.5416,9654.36658020504,9665.7147805536,24742.356131185,38997.822396318,53036.493193223,39.8605999747746,0.933157620981665,0.0305729029041778,6,1,0,0,6.63255848673026,"5",447.840816565355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","WC",2021,670,1398.5416,9654.36658020504,9665.7147805536,24742.356131185,38997.822396318,53036.493193223,39.8605999747746,0.933157620981665,0.0305729029041778,6,1,0,0,6.63255848673026,"6",1448.74087728823,7381.24057706945,20325.1573107252,31904.4759703991,41034.8123687744,0.413802488109739,0.427408909952886,0.43621636971318,0.447176585410594,0.0422287575908961,0.0486475427266263,0.0501334544248188,0.0469899011899164,0
1,"dammed","WC",2021,670,1398.5416,9654.36658020504,9665.7147805536,24742.356131185,38997.822396318,53036.493193223,39.8605999747746,0.933157620981665,0.0305729029041778,6,1,0,0,6.63255848673026,"7",1023.15296747334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","WC",2021,670,1398.5416,9654.36658020504,9665.7147805536,24742.356131185,38997.822396318,53036.493193223,39.8605999747746,0.933157620981665,0.0305729029041778,6,1,0,0,6.63255848673026,"8",471.6082362944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","WC",2021,670,1393.9535,7179.13856200501,7198.7875503623,20998.80782002,34634.530253019,47886.413914098,35.2926154798217,0.911954341805592,0.0249874301618653,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"undammed","WC",2021,670,1393.9535,7179.13856200501,7198.7875503623,20998.80782002,34634.530253019,47886.413914098,35.2926154798217,0.911954341805592,0.0249874301618653,0,0,0,0,0,"6",100.421060666617,6695.71940442254,17960.593708143,21654.3579518337,21878.2455719293,0.334380709116722,0.315114567981714,0.306673792869627,0.305610325364268,0.0337479577109409,0.0252564336372103,0.0248198521516057,0.0245177215490946,0
1,"undammed","WC",2021,670,1393.9535,7179.13856200501,7198.7875503623,20998.80782002,34634.530253019,47886.413914098,35.2926154798217,0.911954341805592,0.0249874301618653,0,0,0,0,0,"7",455.299570100915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","WC",2021,670,1393.9535,7179.13856200501,7198.7875503623,20998.80782002,34634.530253019,47886.413914098,35.2926154798217,0.911954341805592,0.0249874301618653,0,0,0,0,0,"8",636.215831035492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,"dammed","WC",2021,250,1383.2839,2272.96730012447,2279.4242844568,7547.606687334,12781.551808464,17963.775353561,31.8435978086695,0.907339422190314,0.0363099006253583,1,0,0,0,1.14364917815794,"5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,"dammed","WC",2021,250,1383.2839,2272.96730012447,2279.4242844568,7547.606687334,12781.551808464,17963.775353561,31.8435978086695,0.907339422190314,0.0363099006253583,1,0,0,0,1.14364917815794,"6",0,2217.12835540771,6712.41230142631,8609.73985727348,8778.41456023571,0.372232009585523,0.350624882207694,0.333851157768603,0.332894435251574,0.0345262450512387,0.0227277146681311,0.0188196386779276,0.0206002346502052,0
