"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA","NDVI","NDVI_sd","containsNull"
1,"dammed","LT",2023,250,298.8329,3662.83371050656,33.3972399591355,0.899138043350525,0.0234792461265068,1,0,0,0,1.13891719233869,"5",0,3925.21509076287,0.280169177630566,0.0412417321758101,0
1,"dammed","LT",2023,250,298.8329,3662.83371050656,33.3972399591355,0.899138043350525,0.0234792461265068,1,0,0,0,1.13891719233869,"6",0,5662.2186550664,0.312531721327472,0.0611891505834487,0
1,"dammed","LT",2023,250,298.8329,3662.83371050656,33.3972399591355,0.899138043350525,0.0234792461265068,1,0,0,0,1.13891719233869,"7",0,2904.99752655029,0.269802916050214,0.0391453477327051,0
1,"dammed","LT",2023,250,298.8329,3662.83371050656,33.3972399591355,0.899138043350525,0.0234792461265068,1,0,0,0,1.13891719233869,"8",4.90391326441484,276.354290771484,0.205190560366295,0.00573738341042944,0
1,"undammed","LT",2023,250,298.13028,3350.85931792855,33.7879867864913,0.890613555825063,0.0197319181870269,0,0,0,0,0,"5",0,5722.85840023265,0.281439738049997,0.067722009108202,0
1,"undammed","LT",2023,250,298.13028,3350.85931792855,33.7879867864913,0.890613555825063,0.0197319181870269,0,0,0,0,0,"6",0,5098.3803945504,0.284189903242227,0.0659018150327753,0
1,"undammed","LT",2023,250,298.13028,3350.85931792855,33.7879867864913,0.890613555825063,0.0197319181870269,0,0,0,0,0,"7",0,3340.90052316703,0.253909804374172,0.0415650525585059,0
1,"undammed","LT",2023,250,298.13028,3350.85931792855,33.7879867864913,0.890613555825063,0.0197319181870269,0,0,0,0,0,"8",84.0880738711824,801.965969609279,0.20880390290507,0.00735920618165501,0
3,"dammed","LT",2023,310,295.35443,6575.6694509536,41.7838917813879,0.892903205313501,0.020982419756231,2,0,0,0,2.28788991093835,"5",618.788432942652,1939.25468346091,0.235932493672491,0.0380273303097148,0
3,"dammed","LT",2023,310,295.35443,6575.6694509536,41.7838917813879,0.892903205313501,0.020982419756231,2,0,0,0,2.28788991093835,"6",327.762725485774,2173.24869124469,0.242167778578485,0.0449634889415216,0
3,"dammed","LT",2023,310,295.35443,6575.6694509536,41.7838917813879,0.892903205313501,0.020982419756231,2,0,0,0,2.28788991093835,"7",83.1074171596882,702.245167810777,0.224112125344118,0.0179254620728348,0
3,"dammed","LT",2023,310,295.35443,6575.6694509536,41.7838917813879,0.892903205313501,0.020982419756231,2,0,0,0,2.28788991093835,"8",146.180221053198,267.38354474236,0.150291747832671,0.00309493490929276,0
3,"undammed","LT",2023,260,295.89005,5430.54002778232,39.5046997507787,0.891344292429991,0.0192001089869161,0,0,0,0,0,"5",2185.90555785193,1195.50054408055,0.24959752260604,0.0262070407171654,0
3,"undammed","LT",2023,260,295.89005,5430.54002778232,39.5046997507787,0.891344292429991,0.0192001089869161,0,0,0,0,0,"6",1105.57664262477,2645.7808369356,0.250321455057787,0.0325877101422596,0
3,"undammed","LT",2023,260,295.89005,5430.54002778232,39.5046997507787,0.891344292429991,0.0192001089869161,0,0,0,0,0,"7",753.692014403904,1007.24548656987,0.222155625348075,0.023751725202529,0
3,"undammed","LT",2023,260,295.89005,5430.54002778232,39.5046997507787,0.891344292429991,0.0192001089869161,0,0,0,0,0,"8",384.073667535361,190.616110558603,0.191162281262576,0.00773440083855577,0
4,"dammed","LT",2023,260,293.12018,5876.14430649579,39.6579245193972,0.893706330395304,0.0214419134665538,2,2,0,0,2.28690724998096,"5",183.443532373391,1901.81400765812,0.231328902340776,0.028411306033828,0
4,"dammed","LT",2023,260,293.12018,5876.14430649579,39.6579245193972,0.893706330395304,0.0214419134665538,2,2,0,0,2.28690724998096,"6",517.078444330599,2555.91741671095,0.243317852099943,0.027257479715674,0
4,"dammed","LT",2023,260,293.12018,5876.14430649579,39.6579245193972,0.893706330395304,0.0214419134665538,2,2,0,0,2.28690724998096,"7",0,1133.88656275132,0.21201410099509,0.0134845072492308,0
4,"dammed","LT",2023,260,293.12018,5876.14430649579,39.6579245193972,0.893706330395304,0.0214419134665538,2,2,0,0,2.28690724998096,"8",489.226102986757,480.84315478755,0.192554236096344,0.00486619471626988,0
4,"undammed","LT",2023,260,293.06262,4677.99520350248,37.9397812982754,0.893028370966235,0.0185563066815208,0,0,0,0,0,"5",0,2284.03072249469,0.222138590370776,0.0169907969540709,0
4,"undammed","LT",2023,260,293.06262,4677.99520350248,37.9397812982754,0.893028370966235,0.0185563066815208,0,0,0,0,0,"6",702.969546022836,1948.58171386719,0.225316855194867,0.0244123037240338,0
4,"undammed","LT",2023,260,293.06262,4677.99520350248,37.9397812982754,0.893028370966235,0.0185563066815208,0,0,0,0,0,"7",0,667.495588145537,0.215619692262077,0.0154081427633399,0
4,"undammed","LT",2023,260,293.06262,4677.99520350248,37.9397812982754,0.893028370966235,0.0185563066815208,0,0,0,0,0,"8",175.583826044494,601.76822237501,0.176621344415008,0.0146146751983893,0
7,"dammed","LT",2023,250,290.70767,4499.37355969101,34.9509759838066,0.871398966513099,0.0289674250713683,1,0,0,0,1.18181408101317,"5",0,3904.5889169132,0.243664470758503,0.0220343633831615,0
7,"dammed","LT",2023,250,290.70767,4499.37355969101,34.9509759838066,0.871398966513099,0.0289674250713683,1,0,0,0,1.18181408101317,"6",0,3497.41149983126,0.24391705485903,0.0235967619651348,0
7,"dammed","LT",2023,250,290.70767,4499.37355969101,34.9509759838066,0.871398966513099,0.0289674250713683,1,0,0,0,1.18181408101317,"7",0,1759.09101296219,0.206976559460733,0.0123873630708798,0
7,"dammed","LT",2023,250,290.70767,4499.37355969101,34.9509759838066,0.871398966513099,0.0289674250713683,1,0,0,0,1.18181408101317,"8",0,2694.61878703996,0.211497224021152,0.0193605322431827,0
7,"undammed","LT",2023,250,290.4774,6545.2052019909,38.9984768993499,0.891315173509588,0.0196569665805075,0,0,0,0,0,"5",0,966.517566665949,0.215475594955817,0.0244117721179338,0
7,"undammed","LT",2023,250,290.4774,6545.2052019909,38.9984768993499,0.891315173509588,0.0196569665805075,0,0,0,0,0,"6",447.232876263646,604.039610320447,0.220092915683305,0.0235852074200319,0
7,"undammed","LT",2023,250,290.4774,6545.2052019909,38.9984768993499,0.891315173509588,0.0196569665805075,0,0,0,0,0,"7",0,202.926020872827,0.228014047662289,0.0303993828230134,0
7,"undammed","LT",2023,250,290.4774,6545.2052019909,38.9984768993499,0.891315173509588,0.0196569665805075,0,0,0,0,0,"8",0,189.520385802026,0.251434002896566,0.0452414036005343,0
8,"dammed","LT",2023,500,287.36838,16329.1431320235,49.3731978046854,0.887338815476058,0.0307385473979253,4,2,0,0,4.65082041872181,"5",0,14485.5076454013,0.247291083043925,0.0285613394430771,0
8,"dammed","LT",2023,500,287.36838,16329.1431320235,49.3731978046854,0.887338815476058,0.0307385473979253,4,2,0,0,4.65082041872181,"6",83.0880954029513,9331.33033058316,0.22269664381435,0.0340083766934324,0
8,"dammed","LT",2023,500,287.36838,16329.1431320235,49.3731978046854,0.887338815476058,0.0307385473979253,4,2,0,0,4.65082041872181,"7",0,4407.15264590394,0.213927587780016,0.0269219454993973,0
8,"dammed","LT",2023,500,287.36838,16329.1431320235,49.3731978046854,0.887338815476058,0.0307385473979253,4,2,0,0,4.65082041872181,"8",83.0880954029513,6823.77398391424,0.200146046381294,0.0313895093380923,0
8,"undammed","LT",2023,260,289.0554,7415.52479018271,36.4172664073374,0.872146101634562,0.0248770356211068,0,0,0,0,0,"5",0,5333.53456714107,0.231224288388403,0.0286943137637497,0
8,"undammed","LT",2023,260,289.0554,7415.52479018271,36.4172664073374,0.872146101634562,0.0248770356211068,0,0,0,0,0,"6",0,5205.00491353951,0.208809311855429,0.0252351561786855,0
8,"undammed","LT",2023,260,289.0554,7415.52479018271,36.4172664073374,0.872146101634562,0.0248770356211068,0,0,0,0,0,"7",0,1878.86931403665,0.186596261367895,0.0172575959462595,0
8,"undammed","LT",2023,260,289.0554,7415.52479018271,36.4172664073374,0.872146101634562,0.0248770356211068,0,0,0,0,0,"8",0,3393.95223675896,0.192733070581168,0.015783880356413,0
9,"dammed","LT",2023,740,285.51465,24907.7111117318,49.6170468602408,0.896534203057832,0.0238845523649267,7,5,0,0,7.99889491895321,"5",1829.83129938771,23528.6266370586,0.336141202818726,0.0545461384722791,0
9,"dammed","LT",2023,740,285.51465,24907.7111117318,49.6170468602408,0.896534203057832,0.0238845523649267,7,5,0,0,7.99889491895321,"6",1140.2761927205,20498.3678112853,0.293842746111409,0.0451915351487186,0
9,"dammed","LT",2023,740,285.51465,24907.7111117318,49.6170468602408,0.896534203057832,0.0238845523649267,7,5,0,0,7.99889491895321,"7",1642.28282287425,14197.9290350222,0.255960574027379,0.0428003079313361,0
9,"dammed","LT",2023,740,285.51465,24907.7111117318,49.6170468602408,0.896534203057832,0.0238845523649267,7,5,0,0,7.99889491895321,"8",1081.69932102923,15387.7046644024,0.248602252678105,0.0446467236914957,0
9,"undammed","LT",2023,260,285.94064,9987.6119023636,58.0526934790451,0.901745277618193,0.0193804927573124,0,0,0,0,0,"5",0,6155.00556455126,0.234838439086709,0.0237524928007577,0
9,"undammed","LT",2023,260,285.94064,9987.6119023636,58.0526934790451,0.901745277618193,0.0193804927573124,0,0,0,0,0,"6",412.775923009012,5371.27035666073,0.236423674304491,0.0233376207490725,0
9,"undammed","LT",2023,260,285.94064,9987.6119023636,58.0526934790451,0.901745277618193,0.0193804927573124,0,0,0,0,0,"7",157.491043113961,3529.41807176179,0.212272393028494,0.0143783256395793,0
9,"undammed","LT",2023,260,285.94064,9987.6119023636,58.0526934790451,0.901745277618193,0.0193804927573124,0,0,0,0,0,"8",526.508289472262,2374.05627740598,0.190518343785603,0.0228671311199071,0
10,"dammed","LT",2023,390,272.44522,34785.498828236,76.786126134794,0.893030548541164,0.0201411961679229,3,2,0,0,3.42839963605366,"5",49.3042113177917,27189.0608895994,0.322522587681405,0.0428690554863874,0
10,"dammed","LT",2023,390,272.44522,34785.498828236,76.786126134794,0.893030548541164,0.0201411961679229,3,2,0,0,3.42839963605366,"6",0,26541.9054963953,0.30471907346968,0.0391573358802828,0
10,"dammed","LT",2023,390,272.44522,34785.498828236,76.786126134794,0.893030548541164,0.0201411961679229,3,2,0,0,3.42839963605366,"7",486.97946847911,18817.9443325566,0.264550272394652,0.0267069928199738,0
10,"dammed","LT",2023,390,272.44522,34785.498828236,76.786126134794,0.893030548541164,0.0201411961679229,3,2,0,0,3.42839963605366,"8",0,19281.6970729454,0.247259203459028,0.0204909943306605,0
10,"undammed","LT",2023,260,273.8496,14331.7873766609,50.0060540013384,0.898605793808906,0.0186124041030212,0,0,0,0,0,"5",0,15250.9235984653,0.309094368674233,0.013965749757919,0
10,"undammed","LT",2023,260,273.8496,14331.7873766609,50.0060540013384,0.898605793808906,0.0186124041030212,0,0,0,0,0,"6",0,16055.1782996084,0.27127736357767,0.0164311825619412,0
10,"undammed","LT",2023,260,273.8496,14331.7873766609,50.0060540013384,0.898605793808906,0.0186124041030212,0,0,0,0,0,"7",0,11123.1596173455,0.243053064348713,0.0122108667990087,0
10,"undammed","LT",2023,260,273.8496,14331.7873766609,50.0060540013384,0.898605793808906,0.0186124041030212,0,0,0,0,0,"8",0,11178.607678462,0.240788181519227,0.00906407085954724,0
11,"dammed","LT",2023,410,270.65546,13703.1025102027,45.06538702462,0.87742091178656,0.0229966345443964,2,2,0,0,2.33306025401369,"5",0,23597.9963921341,0.337318565327416,0.0380738487225002,0
11,"dammed","LT",2023,410,270.65546,13703.1025102027,45.06538702462,0.87742091178656,0.0229966345443964,2,2,0,0,2.33306025401369,"6",0,22676.3600074319,0.325568843652323,0.0335538280620074,0
11,"dammed","LT",2023,410,270.65546,13703.1025102027,45.06538702462,0.87742091178656,0.0229966345443964,2,2,0,0,2.33306025401369,"7",0,17192.2209938797,0.284385384508645,0.0227710461268305,0
11,"dammed","LT",2023,410,270.65546,13703.1025102027,45.06538702462,0.87742091178656,0.0229966345443964,2,2,0,0,2.33306025401369,"8",0,16927.940145874,0.261089488188146,0.0201043257822261,0
11,"undammed","LT",2023,260,271.32303,7702.69468501583,45.9725514177914,0.895360151575597,0.0198191202935208,0,0,0,0,0,"5",0,14242.1930893842,0.278852846164041,0.0271992668246464,0
11,"undammed","LT",2023,260,271.32303,7702.69468501583,45.9725514177914,0.895360151575597,0.0198191202935208,0,0,0,0,0,"6",0,13926.3799454035,0.280668079020032,0.0249349952355189,0
11,"undammed","LT",2023,260,271.32303,7702.69468501583,45.9725514177914,0.895360151575597,0.0198191202935208,0,0,0,0,0,"7",237.248843743053,7790.40690828211,0.247938672634921,0.0179904029264395,0
11,"undammed","LT",2023,260,271.32303,7702.69468501583,45.9725514177914,0.895360151575597,0.0198191202935208,0,0,0,0,0,"8",0,7450.44223821303,0.226692091478834,0.0156414651369256,0
12,"dammed","LT",2023,250,270.03973,8367.15234462917,44.2944488045774,0.892812269237222,0.031017236792233,1,0,0,0,1.15590940812002,"5",0,11882.1633448582,0.324651798430956,0.0697966410365176,0
12,"dammed","LT",2023,250,270.03973,8367.15234462917,44.2944488045774,0.892812269237222,0.031017236792233,1,0,0,0,1.15590940812002,"6",0,10974.2029898849,0.320608927775939,0.0636043733689496,0
12,"dammed","LT",2023,250,270.03973,8367.15234462917,44.2944488045774,0.892812269237222,0.031017236792233,1,0,0,0,1.15590940812002,"7",0,8502.49767441095,0.270250933900148,0.0320697472864906,0
12,"dammed","LT",2023,250,270.03973,8367.15234462917,44.2944488045774,0.892812269237222,0.031017236792233,1,0,0,0,1.15590940812002,"8",0,7898.24479582544,0.248354536934558,0.0376490762172111,0
12,"undammed","LT",2023,250,269.98218,7573.72895123437,51.1636404648015,0.894920375464005,0.0184980654222845,0,0,0,0,0,"5",112.455865069932,13985.9767981137,0.315371322210089,0.0471280717348163,0
12,"undammed","LT",2023,250,269.98218,7573.72895123437,51.1636404648015,0.894920375464005,0.0184980654222845,0,0,0,0,0,"6",37.4427002170507,12158.7796170403,0.317460413610344,0.0422834812895637,0
12,"undammed","LT",2023,250,269.98218,7573.72895123437,51.1636404648015,0.894920375464005,0.0184980654222845,0,0,0,0,0,"7",295.676184118963,9005.12281859155,0.270416027765321,0.0246559325757249,0
12,"undammed","LT",2023,250,269.98218,7573.72895123437,51.1636404648015,0.894920375464005,0.0184980654222845,0,0,0,0,0,"8",3.68857752201604,8322.32543032777,0.248642526209144,0.0232544841437394,0
13,"dammed","LT",2023,460,269.59665,15245.8423983753,48.018430262323,0.888173211600255,0.0320510906023153,6,1,0,0,6.97912770809073,"5",0,22884.5964440439,0.364414978525568,0.0645348413939039,0
13,"dammed","LT",2023,460,269.59665,15245.8423983753,48.018430262323,0.888173211600255,0.0320510906023153,6,1,0,0,6.97912770809073,"6",0,20448.55296948,0.370743492046031,0.0583940594920251,0
13,"dammed","LT",2023,460,269.59665,15245.8423983753,48.018430262323,0.888173211600255,0.0320510906023153,6,1,0,0,6.97912770809073,"7",0,16066.6580266317,0.322169722794843,0.0314289900404313,0
13,"dammed","LT",2023,460,269.59665,15245.8423983753,48.018430262323,0.888173211600255,0.0320510906023153,6,1,0,0,6.97912770809073,"8",0,15456.6667812273,0.293134513055611,0.0291742307417619,0
