"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","time_period","SWA","t"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t1",0,"1"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t2",0,"2"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t3",479.109477131741,"3"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t4",0,"4"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t5",0,"5"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t6",0,"6"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t7",0,"7"
1,"dammed","LBV",2019,50,5394.0005,737.542747229338,37.2716052124316,0.901043518903014,0.0219499506021966,1,1,0,0,1.13473161098043,"SWA_t8",189.1652525827,"8"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t1",103.362044315946,"1"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t2",0,"2"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t3",499.223050074718,"3"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t4",291.091878998046,"4"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t5",0,"5"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t6",76.8943848923141,"6"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t7",272.285232491353,"7"
1,"undammed","LBV",2019,50,5393.898,848.385125756264,43.9629647051486,0.892039783732048,0.0214036660997567,0,0,0,0,0,"SWA_t8",497.105334282623,"8"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t1",1485.11130476255,"1"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t2",1807.33373320968,"2"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t3",1970.88500346343,"3"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t4",1553.43839260199,"4"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t5",1423.26991680861,"5"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t6",1308.81297313676,"6"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t7",1281.43414468532,"7"
2,"dammed","LBV",2019,50,4130.256,5211.31330016628,74.5160919114872,0.900678866737496,0.0187676064074763,1,1,0,0,1.13150935800993,"SWA_t8",1994.39706410427,"8"
2,"undammed","LBV",2019,50,4130.125,1497.08989028633,62.9485322784989,0.903404835445403,0.0192991794507198,0,0,0,0,0,"SWA_t1",536.800016521005,"1"
