"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","time_period","SWA","t"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t1",3943.61520863655,"1"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t2",2940.18977895671,"2"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t3",2892.85299278217,"3"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t4",2813.72213087292,"4"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t5",2471.76932757298,"5"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t6",2490.51150001661,"6"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t7",2230.24907577599,"7"
1,"dammed","LBV",2023,250,5399.473,4086.06644070148,47.9221934587101,0.904882253723484,0.0247420167895936,1,0,0,0,1.13315264000072,"SWA_t8",1590.12252717906,"8"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t1",3880.70546819813,"1"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t2",2583.51855649411,"2"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t3",2180.60015640329,"3"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t4",1970.61763208333,"4"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t5",2166.66443320396,"5"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t6",593.433161203534,"6"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t7",610.633743185623,"7"
1,"undammed","LBV",2023,250,5394.16,3900.1573804915,43.5152876316203,0.888577277947813,0.0260351287968444,0,0,0,0,0,"SWA_t8",297.749113250012,"8"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t1",3777.36620338688,"1"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t2",3212.47471271753,"2"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t3",2838.32709872068,"3"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t4",2277.88375927911,"4"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t5",1553.33301841278,"5"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t6",796.989302283175,"6"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t7",875.350834928541,"7"
7,"dammed","LBV",2023,250,5393.3955,3782.82522270083,45.5593450391796,0.899700897023502,0.0217456856334246,1,1,0,0,1.13618767684674,"SWA_t8",220.757406533933,"8"
7,"undammed","LBV",2023,250,5394.0005,4701.54760703444,42.6331353637787,0.889358390564946,0.0241926193760293,0,0,0,0,0,"SWA_t1",4151.09447665495,"1"
7,"undammed","LBV",2023,250,5394.0005,4701.54760703444,42.6331353637787,0.889358390564946,0.0241926193760293,0,0,0,0,0,"SWA_t2",2247.50958273434,"2"
