system:index,Input_FID,NDVI_mean_veg21_5,NDVI_mean_veg21_6,NDVI_mean_veg21_7,NDVI_mean_veg21_8,Shape_Area,Shape_Leng,Veg_area_m2_veg21_5,Veg_area_m2_veg21_6,Veg_area_m2_veg21_7,Veg_area_m2_veg21_8,.geo
00000000000000000000,2898,,,0.20119236247946126,,417.673696884,116.554443349,0.0,0.0,33.87154783361098,0.0,"{""type"":""Polygon"",""coordinates"":[[[-107.02137533649423,48.00304691258058],[-107.02139653710641,48.003077755636475],[-107.02195181638757,48.00332257289653],[-107.0219766970185,48.00327748040316],[-107.02199317881279,48.0031878501658],[-107.02137533649423,48.00304691258058]]]}"
00000000000000000001,2991,,,,,694.118425873,152.673263055,0.0,0.0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[-107.025405394462,47.99940279028808],[-107.02541247270248,47.999411590808876],[-107.02542158835573,47.999473984098856],[-107.02541489517849,47.99947406987963],[-107.02540874419293,47.99948760719631],[-107.02539621556332,47.99950569361545],[-107.02539023520463,47.999523638542485],[-107.02537760544519,47.999541740368045],[-107.02537141064269,47.99955520658642],[-107.02537212345474,47.99957306575158],[-107.02536628797372,47.999591066419114],[-107.02536689967252,47.999608940992516],[-107.02536749916294,47.999622306054235],[-107.0261881981516,47.99933982678194],[-107.025405394462,47.99940279028808]]]}"
00000000000000000002,3627,,0.23179393604310297,0.24642335626316209,0.2704133022029915,771.079051827,184.853182674,0.0,536.8083775838215,765.0299706552544,560.1822655172908,"{""type"":""Polygon"",""coordinates"":[[[-107.06843634089901,47.99161903182597],[-107.06781807287378,47.99213042005933],[-107.06782506223448,47.99213923135532],[-107.0678389223858,47.99215236065498],[-107.06785955222246,47.99216982339687],[-107.06787335516889,47.99218303921944],[-107.067893866458,47.992196008664706],[-107.06791410082285,47.992204586768906],[-107.06792778521752,47.99221330929158],[-107.06842195300484,47.99175773640775],[-107.06854668220289,47.99155007059908],[-107.06843634089901,47.99161903182597]]]}"
00000000000000000003,90,,,0.1873663365840912,0.2327612883904401,933.418564604,140.320074442,0.0,0.0,6.047670730890013,35.76013997395833,"{""type"":""Polygon"",""coordinates"":[[[-106.86818367318017,47.929021277380365],[-106.86749719165441,47.92914856508064],[-106.86749728635797,47.92915305377956],[-106.86752583197168,47.92920620067256],[-106.86752598413428,47.92921060307366],[-106.86753309535176,47.929223893605204],[-106.86754707092865,47.92924158356533],[-106.86756080766813,47.929254728921556],[-106.86757454441901,47.92926787427884],[-106.86762285798096,47.92931625439491],[-106.86763668950296,47.92933388847152],[-106.86765719599288,47.92934694454709],[-106.86767097616709,47.92936016101313],[-106.86769118636684,47.929368758773435],[-106.86771159210731,47.929381830046616],[-106.8677384278821,47.929390282606334],[-106.86819132807781,47.9290479171612],[-106.86819068986799,47.929030079122505],[-106.86818367318017,47.929021277380365]]]}"
00000000000000000004,1978,,0.262944409938252,0.24645678189261466,0.2632191838726165,487.485154405,127.875619347,0.0,340.72679398480585,479.9600751390644,479.9600751390644,"{""type"":""Polygon"",""coordinates"":[[[-106.97637000703818,47.976313123942525],[-106.97629072736581,47.976327880637555],[-106.97683168254079,47.97655972741408],[-106.97692546130229,47.9765759622128],[-106.97704217944747,47.97649807427013],[-106.97637000703818,47.976313123942525]]]}"
00000000000000000005,1069,,0.2116647870157208,0.22614854178949378,0.24853027466897917,676.169556843,162.187898574,0.0,329.3183994667203,482.5447315889246,298.30514646043963,"{""type"":""Polygon"",""coordinates"":[[[-106.92462965860558,47.95260028704316],[-106.9246226201099,47.95259148600064],[-106.92461527781197,47.95257371925478],[-106.92459497123406,47.952560711241624],[-106.92458115403568,47.952547498004776],[-106.92456748179656,47.95253884635634],[-106.92363591210811,47.95251870237613],[-106.92370599213119,47.95261577086139],[-106.92464343234332,47.9526134291821],[-106.92462965860558,47.95260028704316]]]}"
00000000000000000006,1074,,0.21831721140352586,0.2377380642821437,0.21651982904358683,728.066147092,127.738181843,0.0,730.3804449941597,730.3804449941597,570.8479587330537,"{""type"":""Polygon"",""coordinates"":[[[-106.92368896325756,47.952870674933344],[-106.92361957057662,47.9531531593132],[-106.92368689207487,47.9531743573418],[-106.92384769588332,47.95320743393824],[-106.92417430586308,47.95322878060479],[-106.92368896325756,47.952870674933344]]]}"
00000000000000000007,1369,,0.24974111362704327,0.24479991164679563,0.23582189569559828,803.925517127,171.222303981,0.0,326.6222148222082,713.9423338347791,680.3077979891908,"{""type"":""Polygon"",""coordinates"":[[[-106.93342291058046,47.96374798099636],[-106.93342959052602,47.96374790201004],[-106.93345628212927,47.96375186413449],[-106.93346980185888,47.96375611117405],[-106.93352316976447,47.96375968620438],[-106.93361685160367,47.96377596172287],[-106.93362353156861,47.96377588272254],[-106.9336502668073,47.963779915906244],[-106.93367032208955,47.96378402808666],[-106.93369695490179,47.96378356983999],[-106.93371027131069,47.96378334071382],[-106.93371833100755,47.96310880471506],[-106.93342291058046,47.96374798099636]]]}"
00000000000000000008,1062,,,0.19469129272342267,0.20200164899847667,751.708687943,176.296479044,0.0,0.0,233.38912613812616,202.90123036702474,"{""type"":""Polygon"",""coordinates"":[[[-106.92382269054555,47.95181884089129],[-106.9238023413144,47.951805761774885],[-106.9237754163794,47.95179725130557],[-106.92376190346813,47.95179300370328],[-106.92376164335867,47.9517841092297],[-106.92375430166514,47.95176634267778],[-106.92374700347867,47.9517486472337],[-106.92373986405264,47.95173535584095],[-106.9237328259824,47.951726554868436],[-106.92321648559879,47.95232472060945],[-106.9232045035002,47.95236063805013],[-106.92329848814018,47.95238145221919],[-106.92382932413076,47.95181869156006],[-106.92382269054555,47.95181884089129]]]}"
00000000000000000009,3375,,,,0.2005765746058575,500.468142241,120.645281084,0.0,0.0,0.0,121.8551815556545,"{""type"":""Polygon"",""coordinates"":[[[-107.05039957108683,47.99316631635019],[-107.05028405734001,47.99361055599705],[-107.05029070744169,47.993610397379854],[-107.05039062289345,47.99361312656807],[-107.05055959918155,47.99317683336224],[-107.05039957108683,47.99316631635019]]]}"
