"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","time_period","SWA","t"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t1",974.817344907452,"1"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t2",453.744165756889,"2"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t3",0,"3"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t4",0,"4"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t5",0,"5"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t6",0,"6"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t7",0,"7"
1,"dammed","LT",2023,50,298.8329,976.107941016555,37.0954690765775,0.897991919580226,0.0228439783273705,1,0,0,0,1.13962943665696,"SWA_t8",0,"8"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t1",523.463955438605,"1"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t2",347.509572779197,"2"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t3",137.6989792181,"3"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t4",51.8963993411438,"4"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t5",0,"5"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t6",0,"6"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t7",0,"7"
1,"undammed","LT",2023,50,297.94598,723.472215250134,31.451031064192,0.888029825856178,0.0201920447370542,0,0,0,0,0,"SWA_t8",51.8963993411438,"8"
3,"dammed","LT",2023,110,295.35443,2113.05917006731,38.0958297206569,0.893861979572526,0.0222888480255718,2,0,0,0,2.28848969866339,"SWA_t1",1747.32004484289,"1"
