"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","LRB",2019,250,672.3868,4070.93690628558,37.6509796373477,0.903837483099217,0.0249178679380813,1,0,0,0,1.13466707691804,"5",1175.13472427434,3013.48569398768,9061.07108944164,13741.2650871726,17840.3171217376,0.540237575596112,0.538044362399424,0.512530726199789,0.491197111378541,0.0525221628719343,0.0541103865322871,0.0680123231337096,0.0739441602344613,0
1,"dammed","LRB",2019,250,672.3868,4070.93690628558,37.6509796373477,0.903837483099217,0.0249178679380813,1,0,0,0,1.13466707691804,"6",873.376462613134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LRB",2019,250,672.3868,4070.93690628558,37.6509796373477,0.903837483099217,0.0249178679380813,1,0,0,0,1.13466707691804,"7",1216.93450222109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LRB",2019,250,672.3868,4070.93690628558,37.6509796373477,0.903837483099217,0.0249178679380813,1,0,0,0,1.13466707691804,"8",1868.54598466415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LRB",2019,250,672.3525,13254.1679663658,40.9500706267241,0.899719165188809,0.0168501826724889,0,0,0,0,0,"5",1823.64542131728,11676.4447285671,17972.6592644486,22903.267251168,27145.9848119399,0.568318005448143,0.56871671821364,0.557823152956876,0.546161472755648,0.0680500294584689,0.0676975927419848,0.0704494339414952,0.0735484911898015,0
1,"undammed","LRB",2019,250,672.3525,13254.1679663658,40.9500706267241,0.899719165188809,0.0168501826724889,0,0,0,0,0,"6",1741.13730193166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LRB",2019,250,672.3525,13254.1679663658,40.9500706267241,0.899719165188809,0.0168501826724889,0,0,0,0,0,"7",2046.16620297245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LRB",2019,250,672.3525,13254.1679663658,40.9500706267241,0.899719165188809,0.0168501826724889,0,0,0,0,0,"8",2967.06670835486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LRB",2019,250,494.58347,3959.96207667887,40.5844423396086,0.908306192218835,0.0249267215151866,1,0,0,0,1.12909496344523,"5",642.300321872094,3251.57155477486,9150.16251561782,13921.4814989576,17760.0754770316,0.399013229156758,0.388419518223206,0.381050786659831,0.374022450622543,0.0429712812668073,0.0579634474030157,0.0601966882676102,0.0595830017399647,0
2,"dammed","LRB",2019,250,494.58347,3959.96207667887,40.5844423396086,0.908306192218835,0.0249267215151866,1,0,0,0,1.12909496344523,"6",729.08759110418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LRB",2019,250,494.58347,3959.96207667887,40.5844423396086,0.908306192218835,0.0249267215151866,1,0,0,0,1.12909496344523,"7",766.378001077736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LRB",2019,250,494.58347,3959.96207667887,40.5844423396086,0.908306192218835,0.0249267215151866,1,0,0,0,1.12909496344523,"8",1088.60868071318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LRB",2019,250,494.66364,3956.79840435088,38.5927465863009,0.899058922089879,0.0200686991922527,0,0,0,0,0,"5",520.689671215123,3479.47413698084,7977.40327600217,11606.1886839324,14625.2118046779,0.371057050652164,0.367219109673659,0.36499084557217,0.361716165560138,0.0365936705293765,0.0340015223327127,0.0383409083227663,0.0436045671984065,0
2,"undammed","LRB",2019,250,494.66364,3956.79840435088,38.5927465863009,0.899058922089879,0.0200686991922527,0,0,0,0,0,"6",374.193856328843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LRB",2019,250,494.66364,3956.79840435088,38.5927465863009,0.899058922089879,0.0200686991922527,0,0,0,0,0,"7",765.835936753656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LRB",2019,250,494.66364,3956.79840435088,38.5927465863009,0.899058922089879,0.0200686991922527,0,0,0,0,0,"8",891.184950470691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"dammed","LRB",2019,250,492.27527,3954.06193484366,41.6981692015964,0.903558957953086,0.020163084580578,1,0,0,0,1.12950902822998,"5",667.015248302619,2987.78426011029,8162.1423413445,12937.2041821349,17241.0605166566,0.327329414031716,0.297469481034075,0.271799874035752,0.258368436221213,0.0451606047677769,0.0409071272967504,0.0339870782493575,0.0278077978381721,0
3,"dammed","LRB",2019,250,492.27527,3954.06193484366,41.6981692015964,0.903558957953086,0.020163084580578,1,0,0,0,1.12950902822998,"6",361.753519518703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"dammed","LRB",2019,250,492.27527,3954.06193484366,41.6981692015964,0.903558957953086,0.020163084580578,1,0,0,0,1.12950902822998,"7",1224.18338784798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"dammed","LRB",2019,250,492.27527,3954.06193484366,41.6981692015964,0.903558957953086,0.020163084580578,1,0,0,0,1.12950902822998,"8",2014.08906592061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"undammed","LRB",2019,250,492.1149,3455.66294637322,39.3487808924273,0.892570493054474,0.0193317660556485,0,0,0,0,0,"5",292.039687338997,3142.70272764318,8399.62655525955,13668.3173499911,18790.0470663632,0.390663526923523,0.360984153632252,0.321806500080077,0.297205417157802,0.0501726194153518,0.0362090281265669,0.0255077743004484,0.0190929222843584,0
3,"undammed","LRB",2019,250,492.1149,3455.66294637322,39.3487808924273,0.892570493054474,0.0193317660556485,0,0,0,0,0,"6",168.385909139876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"undammed","LRB",2019,250,492.1149,3455.66294637322,39.3487808924273,0.892570493054474,0.0193317660556485,0,0,0,0,0,"7",782.924875403619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"undammed","LRB",2019,250,492.1149,3455.66294637322,39.3487808924273,0.892570493054474,0.0193317660556485,0,0,0,0,0,"8",1834.98816375779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"dammed","LRB",2019,250,463.3102,3352.22841146588,33.3317429855736,0.895101439370133,0.0209629017642747,1,0,0,0,1.14111284971712,"5",0,3192.89282630472,7339.53637458951,10241.8704854329,12465.8298221663,0.368362351983564,0.348733773251444,0.329648618766315,0.318085279588679,0.027722658231091,0.0207621196038504,0.0165126183135077,0.0155066316172581,0
4,"dammed","LRB",2019,250,463.3102,3352.22841146588,33.3317429855736,0.895101439370133,0.0209629017642747,1,0,0,0,1.14111284971712,"6",75.4745399778964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"dammed","LRB",2019,250,463.3102,3352.22841146588,33.3317429855736,0.895101439370133,0.0209629017642747,1,0,0,0,1.14111284971712,"7",104.382858946277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"dammed","LRB",2019,250,463.3102,3352.22841146588,33.3317429855736,0.895101439370133,0.0209629017642747,1,0,0,0,1.14111284971712,"8",108.300424465479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"undammed","LRB",2019,250,463.3331,3522.04772128165,39.0020508125411,0.903644004238736,0.0190712159545793,0,0,0,0,0,"5",726.012518248371,2511.02244199865,6570.71293373856,10567.902427075,14238.7239639581,0.41554270598592,0.404055761330219,0.383418624942382,0.367983688456676,0.0358863577602246,0.0407685102876426,0.0466956058844967,0.0484777923227784,0
4,"undammed","LRB",2019,250,463.3331,3522.04772128165,39.0020508125411,0.903644004238736,0.0190712159545793,0,0,0,0,0,"6",615.860217545313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"undammed","LRB",2019,250,463.3331,3522.04772128165,39.0020508125411,0.903644004238736,0.0190712159545793,0,0,0,0,0,"7",1404.47836407166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,"undammed","LRB",2019,250,463.3331,3522.04772128165,39.0020508125411,0.903644004238736,0.0190712159545793,0,0,0,0,0,"8",1689.3858864817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LRB",2019,250,377.5372,3958.80254566669,38.3867269209675,0.896242575339945,0.0220261069049526,1,0,0,0,1.14089891626237,"5",499.525903781723,3309.5958990658,9098.45773506913,13905.1476997824,17856.6255027921,0.472637459380241,0.46652718340736,0.457743773929979,0.444355682077886,0.0777098098799309,0.0815646893316422,0.0840042945786259,0.0948144850083932,0
5,"dammed","LRB",2019,250,377.5372,3958.80254566669,38.3867269209675,0.896242575339945,0.0220261069049526,1,0,0,0,1.14089891626237,"6",406.621686019383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LRB",2019,250,377.5372,3958.80254566669,38.3867269209675,0.896242575339945,0.0220261069049526,1,0,0,0,1.14089891626237,"7",804.401582491164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LRB",2019,250,377.5372,3958.80254566669,38.3867269209675,0.896242575339945,0.0220261069049526,1,0,0,0,1.14089891626237,"8",824.906447464111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"undammed","LRB",2019,250,378.5061,3576.07873144746,35.4849893975155,0.905129453099983,0.0200908703086285,0,0,0,0,0,"5",0,3402.91129644057,8179.02317923752,11727.7386330997,14556.6107811124,0.511601309243642,0.473022194788131,0.439565356559885,0.420065713210289,0.0468829099436731,0.0414547844690536,0.0411105398273829,0.0449939351426187,0
5,"undammed","LRB",2019,250,378.5061,3576.07873144746,35.4849893975155,0.905129453099983,0.0200908703086285,0,0,0,0,0,"6",5.02846698036381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"undammed","LRB",2019,250,378.5061,3576.07873144746,35.4849893975155,0.905129453099983,0.0200908703086285,0,0,0,0,0,"7",253.538138643901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"undammed","LRB",2019,250,378.5061,3576.07873144746,35.4849893975155,0.905129453099983,0.0200908703086285,0,0,0,0,0,"8",237.963383421711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,"dammed","LRB",2019,250,346.21512,4935.68927916884,41.5469987963799,0.890955205363069,0.0204757325021675,1,1,0,0,1.14585306421016,"5",150.316906908447,4675.81105735629,9907.73355120491,13263.9911071179,16538.8196699255,0.479240023238347,0.4581205576225,0.440540294524315,0.417251370779843,0.0326736388991913,0.0406450061130947,0.0448621868073618,0.0544358889253672,0
6,"dammed","LRB",2019,250,346.21512,4935.68927916884,41.5469987963799,0.890955205363069,0.0204757325021675,1,1,0,0,1.14585306421016,"6",63.0230237381131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,"dammed","LRB",2019,250,346.21512,4935.68927916884,41.5469987963799,0.890955205363069,0.0204757325021675,1,1,0,0,1.14585306421016,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,"dammed","LRB",2019,250,346.21512,4935.68927916884,41.5469987963799,0.890955205363069,0.0204757325021675,1,1,0,0,1.14585306421016,"8",921.442659430878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,"undammed","LRB",2019,250,346.22656,4377.28513062,42.0373755909695,0.895395425357561,0.0205097827330817,0,0,0,0,0,"5",294.073821854358,3900.39527279723,8961.37704503676,13455.544063613,17657.0086759979,0.484971196833044,0.451598414617771,0.412085795365026,0.383539599902996,0.0605712526521544,0.0605060788596683,0.0496734034192842,0.0457161085743901,0
6,"undammed","LRB",2019,250,346.22656,4377.28513062,42.0373755909695,0.895395425357561,0.0205097827330817,0,0,0,0,0,"6",181.565705830677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
