"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","riparian_area_m2_0","riparian_area_m2_10","riparian_area_m2_20","riparian_area_m2_30","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","LT",2021,250,297.73288,4264.69322697818,4272.54691234,9710.871289693,14750.593364874,18895.742406037,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"dammed","LT",2021,250,297.73288,4264.69322697818,4272.54691234,9710.871289693,14750.593364874,18895.742406037,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"6",744.112675939354,233.216301413143,514.286996280446,949.699360566981,1301.23745592903,0.210756109321392,0.203155977888489,0.201911087315645,0.20233503573624,0.00620791131789424,0.0138291128502938,0.0129809196051774,0.0116547127725538,0
1,"dammed","LT",2021,250,297.73288,4264.69322697818,4272.54691234,9710.871289693,14750.593364874,18895.742406037,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"7",453.300933814049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","LT",2021,250,297.73288,4264.69322697818,4272.54691234,9710.871289693,14750.593364874,18895.742406037,38.3953104849416,0.923687793061083,0.0279178579019335,1,0,0,0,1.11370926054141,"8",81.110568362825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LT",2021,250,296.7367,3925.18574802577,3926.230385437,9117.457771483,13943.304312181,18317.801473672,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,"undammed","LT",2021,250,296.7367,3925.18574802577,3926.230385437,9117.457771483,13943.304312181,18317.801473672,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"6",69.541913904162,0,0,0,24.7153383142808,NA,NA,NA,0.184014528989792,NA,NA,NA,0,0
1,"undammed","LT",2021,250,296.7367,3925.18574802577,3926.230385437,9117.457771483,13943.304312181,18317.801473672,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"7",218.605202055211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","LT",2021,250,296.7367,3925.18574802577,3926.230385437,9117.457771483,13943.304312181,18317.801473672,36.2185494507701,0.908104675308006,0.0268610237445145,0,0,0,0,0,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LT",2021,570,287.36838,20030.1858723313,20065.550395021,31943.245134272,43058.682941112,53455.044142042,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,"dammed","LT",2021,570,287.36838,20030.1858723313,20065.550395021,31943.245134272,43058.682941112,53455.044142042,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"6",1655.23185972092,11802.0143955306,13923.1811653885,16220.9864294613,19270.260848999,0.260055483595897,0.25351370611232,0.247477251541837,0.243657688679084,0.035072652044661,0.0344287614740468,0.0311147654269543,0.0285706537747568,0
2,"dammed","LT",2021,570,287.36838,20030.1858723313,20065.550395021,31943.245134272,43058.682941112,53455.044142042,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"7",431.538496982584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"dammed","LT",2021,570,287.36838,20030.1858723313,20065.550395021,31943.245134272,43058.682941112,53455.044142042,52.7578633882795,0.92499267179583,0.0321345977818767,4,0,0,0,4.46793384042692,"8",168.18185935932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LT",2021,260,289.0554,7782.24718575925,7774.898921954,12711.356468392,17360.899733844,22027.245299915,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,"undammed","LT",2021,260,289.0554,7782.24718575925,7774.898921954,12711.356468392,17360.899733844,22027.245299915,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"6",1174.03013826842,4233.2274188771,4772.33653857661,5822.17043588676,6853.86676025391,0.260291220889727,0.257774673687723,0.248109868335817,0.244038398494734,0.0342575273605694,0.0355119234110189,0.0377949561532286,0.038832146464693,0
2,"undammed","LT",2021,260,289.0554,7782.24718575925,7774.898921954,12711.356468392,17360.899733844,22027.245299915,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"7",630.606992807341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,"undammed","LT",2021,260,289.0554,7782.24718575925,7774.898921954,12711.356468392,17360.899733844,22027.245299915,39.1799097690832,0.897869612638393,0.0283691213239446,0,0,0,0,0,"8",152.123255406641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LT",2021,310,282.32623,10832.3462299183,10838.2369521126,16034.574072539,20944.974301898,25407.80262622,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5,"dammed","LT",2021,310,282.32623,10832.3462299183,10838.2369521126,16034.574072539,20944.974301898,25407.80262622,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"6",0,10477.090861242,14280.9827757592,17057.3014691222,19218.3886298086,0.351446795220965,0.323120773333854,0.31274719878083,0.308944498536102,0.0545331159469023,0.0583916058635311,0.0610080200994002,0.0623602966325444,0
5,"dammed","LT",2021,310,282.32623,10832.3462299183,10838.2369521126,16034.574072539,20944.974301898,25407.80262622,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"dammed","LT",2021,310,282.32623,10832.3462299183,10838.2369521126,16034.574072539,20944.974301898,25407.80262622,43.9675151826883,0.916649065688296,0.0237389193808078,2,1,0,0,2.23491453175264,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,"undammed","LT",2021,310,286.16516,9894.75541909039,9918.800090085,16292.332819924,22071.343238671,27556.371370978,47.9811018845351,0.918603875469386,0.0262466753125518,0,0,0,0,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
