stream,Input_FID,Shape_Area_10,NDVI_veg23_10,Veg_area_veg23_10
lt,2898,415.939983875,0.2863823858517889,221.60845444623163
lt,2991,278.489578142,0.2971343101957176,82.97801947500191
lt,3627,532.099710434,0.3602772444605293,527.6167703067555
lt,90,388.886219772,0.32306162509280195,74.67555185953776
lt,1978,487.485154405,0.39669177164519887,479.9600751390644
lt,1069,429.272792171,0.24563489460457136,224.71446497300093
lt,1074,540.269797093,0.22747762506395883,151.91106250239352
lt,1369,378.106984328,0.1875632894890649,64.37834706025964
lt,1062,510.620520586,0.19435144640159924,79.37331725475835
lt,3375,500.468142241,0.24862318393740504,354.27317768171724
lt,331,341.611946044,0.2785488692330726,106.48560647403494
lt,3438,596.681377903,0.3171450008333767,407.3419538909313
lt,3791,504.35190362,0.3500817113104829,505.30436075247985
lt,3101,1124.24216741,,0.0
lt,3845,269.100208459,0.3587213928272964,57.25516985724955
lt,3848,471.479086205,0.32553300443334177,331.4497274062213
lt,616,381.543039983,0.2012830653360912,14.721702186734069
lt,2853,255.879334263,0.21399199607232627,62.752805762197454
lt,2913,349.655756792,0.32202638593602007,284.62197325463393
lt,2070,313.493011688,0.4132487998777257,71.71210228415097
lt,3909,328.004159779,0.2658372225780641,97.70391316133387
lt,1155,230.259753272,0.2330983309026814,151.64246132046569
lt,655,419.776194075,0.2100354179404101,221.60757365507237
lt,506,336.781414682,0.20043370127677917,29.182277455049405
lt,2678,281.070014169,0.3089984630446622,265.21166459625846
lt,1336,340.802990743,0.24570929769591038,136.90759118772021
lt,571,367.941244362,0.2557843462748675,59.678905412262566
lt,2806,286.905979776,0.21899937747700796,116.58298106474034
lt,676,505.263100272,0.2605049293626922,105.94004202450023
lt,3473,928.027462826,0.2980589357490876,134.20610590916053
lt,107,325.815806126,0.24563424756424654,239.01568935618678
lt,3559,1010.08119112,0.33173522537610206,990.8833716897403
lt,3179,1889.28985872,0.2646591374732449,687.2421018413468
lt,125,323.695371378,0.28922466658098844,181.95397198246974
lt,648,638.2500655,0.2311244404741696,224.50128604664525
lt,2332,296.550439803,0.43160526059085147,299.93276860854206
lt,4109,431.388768607,0.33753755189541923,431.2870057648304
lt,1277,299.56065558,0.26542121171951294,22.075242704503676
lt,3939,451.290941723,0.32418365207712324,448.5998225791781
lt,2841,404.026216809,0.2666902571079798,243.1360614851409
lt,3572,1226.28727452,0.2626123227916093,1000.8439080331839
lt,181,350.004710335,0.2547833703278674,229.02519055534813
lt,636,710.487007303,0.20344974100589752,51.78823894425935
lt,3499,943.949848184,0.28257896282384026,572.2801022398705
lt,1359,382.856170269,0.2370575004915812,125.60482967601104
lt,3008,1291.45338446,0.2173564658512043,82.98032047047334
lt,1811,476.427845744,0.32626999715681776,462.39956973206756
lt,2976,630.276408942,0.1878588629193471,280.1771553488338
lt,2399,346.685441728,0.3770755591063663,198.02162900438495
lt,2259,679.206438751,0.3238782528889004,677.103678445255
lt,57,315.096679499,0.359949111698908,327.1142689424402
lt,3137,2544.07377189,0.23830607502020074,1481.3788289388021
lt,2283,361.756672315,0.40623047231934223,315.9642818675322
lt,998,640.208477674,0.2209264151032827,68.07542889164944
lt,4035,1046.40075706,0.26090877732537393,797.6581570195218
lt,2939,901.159055749,0.22154315672457137,191.41542923871208
lt,4125,486.817436506,0.26417762683604357,488.55582957548256
lt,2732,263.59410758,0.25560729375907354,55.14235507740693
lt,795,395.041050155,,0.0
lt,1933,529.188527425,0.3727585280994609,459.4808456420899
lt,3109,1198.41655667,,0.0
lt,3965,609.680995418,0.2823824191943449,600.4165761611041
lt,2816,371.566010576,0.21827904880046844,67.74357999913833
lt,3271,1259.87785638,,0.0
lt,525,331.687324166,0.28581091790664487,107.78832738539751
lt,254,319.839416586,0.3236795299789235,147.7702019485773
lt,1378,460.353888295,,0.0
lt,2508,770.14598022,0.328793366530607,451.6825123207242
lt,339,323.313222087,0.3344167489236696,136.9861266192268
lt,2143,886.043090005,0.2555590346559973,562.3702704934515
lt,3442,776.294816088,0.2730992610834859,214.04598221124388
lt,564,619.280248216,0.19171597063541412,6.572585012398514
