stream,Input_FID,Shape_Area_10,NDVI_veg23_10,Veg_area_veg23_10
lrb,1435,658.983530756,0.28350025208601226,229.14871422262752
lrb,8426,475.307540862,0.27472226827961704,353.8276141895967
lrb,571,360.670454039,0.47519976913497064,359.5707078821519
lrb,10937,355.802665016,0.3679295769138779,316.7261371088963
lrb,3616,443.095101089,0.5332916023612305,109.92452823414521
lrb,5904,362.262957354,0.35215086349125563,189.6163557464001
lrb,8766,1169.47415727,0.33389205685638623,643.9314501594097
lrb,4555,354.463837161,0.3163308361282577,240.89950531604245
lrb,4358,328.667884056,0.3345697068458171,326.8230463364545
lrb,3468,527.046461285,0.4754111076741463,287.9565369250727
lrb,4301,308.769752082,0.36961265758539047,262.7989879832548
lrb,4317,357.848532854,0.3802105430643356,262.5394238341089
lrb,3871,401.105304959,0.4544136529920656,136.0479477527095
lrb,738,766.730776396,0.397592836493164,657.1914878097236
lrb,2765,609.454910628,0.2983979965212566,453.80453242881634
lrb,9203,933.633190429,0.36017981783951625,651.695814035453
lrb,9359,288.48648603,0.32521732901825634,222.77076822916666
lrb,9580,368.108483226,0.42458133783469615,358.06580912272136
lrb,8034,338.409347817,0.39851109884880687,329.41730750588806
lrb,4496,370.904422764,,0.0
lrb,198,369.286866992,0.4902998282083776,368.60192847158385
lrb,5887,1055.77870876,0.25223951139225076,687.3217492795459
lrb,5644,322.145840232,0.3024825005663577,183.83445685891547
lrb,4910,326.063560397,0.38164017330959693,325.88781376259
lrb,3285,354.454224604,0.38822671186410634,163.67415397494446
lrb,10603,1035.6436154,0.29538712525704136,148.7558204202091
lrb,1158,387.977322091,0.3064914009484068,346.44000962201284
lrb,9190,1079.67143649,0.42705077640377587,758.3311391493851
lrb,2576,369.768383796,,0.0
lrb,8200,410.984213327,0.396833359401206,403.03988117891197
lrb,7661,816.045893993,0.36635136614370956,814.2526573330749
lrb,6214,500.176181056,0.3935671511084534,44.99350191004137
lrb,5683,307.414796847,0.4483110850008042,297.85181929644415
lrb,8299,708.929415383,0.32283439728648816,225.49951270608344
lrb,6317,380.315582972,0.24878491193488025,180.51371630500347
lrb,8238,494.709129307,0.33105450136224357,277.0808934828814
lrb,650,440.50046813,0.4116294028835195,195.69244671989892
lrb,686,576.735335202,0.41336548881769747,545.9257611443014
lrb,7172,421.029298658,0.3343246501942749,229.30464459587546
lrb,2392,659.73461832,0.4309783137935519,374.9069267721737
lrb,3815,376.024975669,0.3264349094299418,327.4428062887752
lrb,9275,351.647825429,0.4669787736318021,323.1144437004538
lrb,9776,598.115233217,0.3274299990350955,420.77253364114205
lrb,8868,480.500289336,0.3893427258191595,403.207299565334
lrb,1976,363.491496138,0.33117467913806137,362.2111212337718
lrb,4160,351.36650569,0.3227486991646266,131.90100630217907
lrb,6704,546.526899268,,0.0
lrb,10564,482.607104467,0.33976304947760466,411.88174812466485
lrb,4028,297.232458486,0.36139861957732833,294.31761950324557
lrb,2494,362.990207547,0.4945229580567318,207.41439005533854
lrb,10108,614.557018272,0.42341507928138633,389.4270795934341
lrb,3887,389.121577255,0.408148705382501,283.3274615418677
lrb,10852,325.478179132,0.31662452699322446,249.2670956779929
lrb,9723,397.427162763,0.29970917035950057,392.181335957845
lrb,894,827.232852313,0.3189842096103947,537.9147328096277
lrb,10756,1242.83766376,0.28401544147968294,819.9031272738586
lrb,820,510.881087993,0.28162239468890576,336.9486465454102
lrb,6457,379.643107934,0.24736288768142015,35.05872240253523
lrb,1462,469.90680702,0.2653749393900548,231.7644338869581
lrb,3124,419.110454475,0.512313539026813,229.699556537703
lrb,9852,387.016298487,0.3357748159890374,314.6195606904871
lrb,11376,356.251895769,0.22424961601583554,235.22921498616537
lrb,5886,1106.83180453,0.2580442255573575,577.9997136134727
lrb,2012,312.514143785,0.3026300734591915,245.39695048612705
lrb,1117,371.376518591,0.3656422301292014,307.06361694335936
lrb,10833,369.973351529,0.2954627369805206,328.2389414170209
lrb,9264,395.014964397,0.3636678654235164,396.48685081332343
lrb,9161,1076.34884373,0.5494264502518881,1065.68536750943
lrb,10251,690.983454105,0.3016960879554494,638.6328837076824
lrb,11372,437.261544184,0.2908505165108719,210.5498585719688
lrb,2629,387.35448937,0.5038133859634399,32.61579999736711
lrb,4598,361.282639484,0.22147703273542996,151.54527581906785
lrb,1960,385.631073352,0.3019577989874243,383.330026065602
lrb,1436,643.143649976,0.25621809095547005,308.660386687634
lrb,6955,412.644497763,0.3250315074671663,365.8841603896198
lrb,3959,347.869344793,0.4382486304885349,343.6574292052026
lrb,1707,408.904337353,0.2899128887166945,389.8063837687174
lrb,8120,433.762519158,0.39548117415632394,414.547869902966
lrb,10902,347.516118461,0.446880113966483,348.9882974063649
lrb,5712,392.015205349,0.40052471294403075,163.44319951674518
lrb,2659,323.432676272,0.5218824800877526,326.6822878370098
lrb,6184,400.431086921,0.3265213276037073,118.23743154488358
lrb,11322,456.627855792,0.28604071048137386,199.51056446748623
lrb,110,359.496364805,0.5094655675694378,362.30984443215766
lrb,6826,481.607992109,0.36235571569866604,459.2662787942325
lrb,6207,364.190610366,0.4902286710756603,357.07157769296686
lrb,9462,501.396128274,0.32759343389215745,488.3094315771963
lrb,6594,384.013285149,0.38279808194797993,190.21700969022862
lrb,5654,311.465936584,0.28183133587743764,286.86304575602213
lrb,11348,458.984094487,0.2759475625549827,159.87731969496784
lrb,1083,392.152852507,0.3452176323279421,147.0120507034601
lrb,8385,322.89392352,0.29765813587874224,293.86311160816865
lrb,8459,282.016870468,0.31227388370440207,271.0660090427773
lrb,419,392.327036041,0.4287976911285149,383.2492784387925
lrb,7121,323.935079982,0.3390775628281995,276.15569176767383
lrb,2617,361.567743913,0.47277347866271074,205.86783061308017
lrb,307,336.359750702,0.592140634885414,336.3246486888212
lrb,3803,420.242564233,0.3484651510584103,161.10769503724342
lrb,1790,501.520708895,0.3001042857976906,497.77337155809596
lrb,8100,329.13718888,0.4190164995108935,184.6184319888844
lrb,10010,390.782908105,0.3569271199275993,181.45683258655023
lrb,10806,298.000387666,0.3590081863551059,306.9806384516697
lrb,9973,372.168588677,0.37441484645192213,362.6351387472714
lrb,8309,604.141534165,0.26875344413609903,137.2397923488243
lrb,4735,368.941022139,0.3375857922751987,247.98251492369405
lrb,1063,360.824596373,0.36218031843503323,86.01845146627986
lrb,7191,407.765963019,0.28732073190559276,97.11513429529528
