"clusterID_seq","window_type","watershed","year","window_length","catchment_km2","riparian_area_m2","TO","p_window","f_window","beav_count_all","beav_count_conf","anthro_count","isAnthro","Nhat","t","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","NDVI_sd_0","NDVI_sd_10","NDVI_sd_20","NDVI_sd_30","containsNull"
1,"dammed","WC",2019,250,1393.9535,2678.24690937251,34.229566831107,0.902843280074481,0.0214360121984277,1,0,0,0,1.13187482594399,"5",106.65156421451,2578.54085301418,7807.89346789192,12937.7375307869,17732.1355174944,0.490155684727378,0.454282022898837,0.40127681256897,0.359481778526919,0.0522749149141451,0.038997159145673,0.0352189401800467,0.0306302895241012,0
1,"dammed","WC",2019,250,1393.9535,2678.24690937251,34.229566831107,0.902843280074481,0.0214360121984277,1,0,0,0,1.13187482594399,"6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","WC",2019,250,1393.9535,2678.24690937251,34.229566831107,0.902843280074481,0.0214360121984277,1,0,0,0,1.13187482594399,"7",94.5745081742605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"dammed","WC",2019,250,1393.9535,2678.24690937251,34.229566831107,0.902843280074481,0.0214360121984277,1,0,0,0,1.13187482594399,"8",2383.89018291095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","WC",2019,250,1390.5115,2765.79322362691,35.70603232487,0.868057780706069,0.0279355962780147,0,0,0,0,0,"5",66.6700465034036,2391.34735765644,7341.89650415159,11848.5878224691,15429.5874516506,0.460660228837231,0.443264068991728,0.401973559459584,0.370398669831197,0.0525873392519093,0.055809155573292,0.0489522676718515,0.047414250833191,0
1,"undammed","WC",2019,250,1390.5115,2765.79322362691,35.70603232487,0.868057780706069,0.0279355962780147,0,0,0,0,0,"6",39.9680521170298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","WC",2019,250,1390.5115,2765.79322362691,35.70603232487,0.868057780706069,0.0279355962780147,0,0,0,0,0,"7",155.842007514075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,"undammed","WC",2019,250,1390.5115,2765.79322362691,35.70603232487,0.868057780706069,0.0279355962780147,0,0,0,0,0,"8",1670.50660170854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,"dammed","WC",2019,250,1383.4216,2551.09455936402,33.2348025607962,0.904944653853494,0.0208127839604302,1,0,0,0,1.12852775993408,"5",188.304177776271,2107.18010316737,6554.38959757487,10892.6366973279,14612.7421544393,0.437564046444006,0.43115070849554,0.407355331866897,0.389541938550883,0.0900192091811437,0.0871561467531913,0.0818350488697781,0.0819404507547984,0
3,"dammed","WC",2019,250,1383.4216,2551.09455936402,33.2348025607962,0.904944653853494,0.0208127839604302,1,0,0,0,1.12852775993408,"6",133.24267183963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
